ID,Aspect Ratio,CSFD exponent,Dispersion [m],Effective Diameter [m],Large Crater Fraction,Maximum Diameter [m],Median Diameter [m],Minimum Diameter [m],No. of Craters,No. of Large Craters
ESP_011295_2205,0.324572246,-1.741186633,223.6965677,11.62717343,0.097560976,9.048107,1.878759,1.025656,41,4
ESP_011360_1655,1,0,7.728722436,2.387920287,1,2.049286,1.450382,1.251284,3,3
ESP_011368_1860,0.64537708,-2.294284513,24.38259406,4.004083591,0.153846154,3.355892,1.269068,1.029074,13,2
ESP_011428_2200,1,0,109.5838755,3.058385338,1,2.80790329,2.335587502,1.863271713,2,2
ESP_011491_2090,0.49877353,-1.808929447,57.41895275,3.890241797,0.625,2.67539,1.4358435,1.071516,8,5
ESP_011610_1825,0.253604232,-1.153363406,37.70751159,10.32872189,0.6,7.934071,5.278868,2.672926,5,3
ESP_011618_1885,0.296992251,-1.424620868,254.5420141,4.479963329,0.285714286,3.600817,1.579287,1.013702,7,2
ESP_011698_1810,1,0,62.22021604,6.574404446,0.666666667,6.262741,3.264439,1.552189,3,2
ESP_011781_2100,0.609440097,-1.677172637,4.947321433,3.803441391,0.833333333,2.66003,2.099603,1.052275,6,5
ESP_012047_1755,0.12511539,-1.361823644,45.77777015,11.51764442,0.19047619,8.458765,2.677979,1.041721,21,4
ESP_012375_2035,0.417313823,-2.07172799,31.77355274,9.531978877,0.5,6.116096,3.2319095,1.92864,14,7
ESP_013287_1845,1,0,99.74534527,4.818583919,0.5,4.642717361,3.459952354,2.277187347,2,1
ESP_013629_1740,0.635935703,-1.414435207,84.29237403,10.0775094,0.058823529,9.66,1.69,1,17,1
ESP_013655_1710,0.324391999,-1.056259625,83.90687931,9.373347923,0.111111111,9.01,1.79,1.04,9,1
ESP_013694_2060,0.752234895,-2.174101953,38.307144,8.349682151,0.416666667,3.948755,1.844619,1.030689,48,20
ESP_013707_1915,0.680357056,-2.78492944,82.98023191,4.482197251,0.588235294,2.739668,1.488041,1.058741,17,10
ESP_013788_1910,0.533266684,-1.548843714,75.02736844,3.75570585,0.6,3.08,1.74,1.22,5,3
ESP_013800_1820,0.491940277,-1.732369045,53.78097608,9.751231631,0.088235294,7.15,1.74,1.01,34,3
ESP_014010_1800,0.444274945,-2.149743501,161.2280079,9.81893728,0.173913043,5.606953,1.595621,1.004005,69,12
ESP_014143_1950,0.741101623,-2.625674494,66.44304092,10.70096867,0.15625,4.91,1.52,1.01,128,20
ESP_015949_1795,1,0,83.21427812,35.99482464,0.5,35.98613739,19.609025,3.231912613,2,1
ESP_016133_1825,0.185759965,-1.010167279,8.868503619,4.542937318,0.2,4.41,1.32,1.05,5,1
ESP_016149_1905,0.331091839,-2.565327842,84.99944692,4.376935838,0.411764706,2.89,1.29,1.07,17,7
ESP_016161_1755,0.515067436,-1.868236893,35.27834435,10.80091475,0.037037037,9.98,1.99,1.09,27,1
ESP_016186_1725,0.667756955,-0.950137919,42.86812521,22.80162808,0.076923077,21.92,2.91,1.47,13,1
ESP_016200_1740,0.086616304,-1.227674327,43.97668965,5.635320859,0.5,5.058178,2.1384585,1.257835,6,3
ESP_016238_1850,0.916990505,-2.421454105,169.3405755,19.86560971,0.083870968,7.57,1.66,1.01,465,39
ESP_016239_2060,0.337376028,-2.231338479,7.080993327,4.06214502,1,2.77,2.35,1.53,5,5
ESP_016331_1730,1,0,259.9349136,7.901320421,1,6.679218,6.240606,5.801994,2,2
ESP_016465_1735,1,0,50.56349839,7.941682623,1,6.281066895,5.603906631,4.256185532,3,3
ESP_016501_2185,1,0,144.7528838,1.632543436,1,1.316147,1.295419,1.274691,2,2
ESP_016557_2240,0.129745151,-1.155866924,145.4029948,6.469822035,0.5,5.157574,2.512987,1.443001,6,3
ESP_016559_1855,0.702035911,-2.053700998,161.304456,4.098490164,0.416666667,3.03,1.28,1,12,5
ESP_016582_1760,0.417094817,-0.957428602,19.25824494,5.042501229,0.666666667,3.676224,2.9347845,1.018284,6,4
ESP_016610_1725,0.183789537,-1.30510814,174.9939983,4.233695437,0.5,3.765493,1.752247,1.004868,6,3
ESP_016676_1785,0.818282656,-1.662459351,162.4804972,16.3760922,0.105263158,10.3,2.31,1.07,57,6
ESP_016814_2125,0.361459298,-0.646208737,78.2615342,12.33781456,0.4,10.2,2.21,1.51,5,2
ESP_016954_2245,0.812061942,-2.031459055,920.7660775,26.99603794,0.004310345,24.83,1.39,1,232,1
ESP_016994_2245,0.635794967,-1.514717188,40.13674262,8.005762707,0.0625,7.292498,1.434213,1.132908,16,1
ESP_017025_1515,0.362868105,-0.926368976,98.17130268,7.442861043,0.2,7.123259,2.071016,1.166063,5,1
ESP_017030_1755,0.6704659,-1.682649751,69.13583984,11.24145342,0.095238095,7.42,1.625,1.01,42,4
ESP_017038_1790,0.392688788,-0.867750048,19.41233475,5.535952633,0.4,4.491833,1.506075,1.040791,5,2
ESP_017192_2170,0.343486986,-1.405700366,25.80682627,10.8566896,0.25,7.532438,1.8408805,1.360792,20,5
ESP_017231_1880,0.649527273,-1.599292204,34.52711605,6.639058858,0.222222222,4.64,1.71,0.995,18,4
ESP_017262_2160,0.59209899,-1.266860062,131.210142,6.663932023,0.444444444,5.199047,1.859533,1.106581,9,4
ESP_017333_1935,0.669382405,-1.496340392,26.65591655,10.11145702,0.095238095,8.54,1.69,1.01,21,2
ESP_017389_1690,0.280090828,-1.901121632,104.2738729,6.177194831,0.555555556,3.526831,2.05274,1.038298,18,10
ESP_017425_2045,0.636713615,-1.366603809,27.20350542,15.00343135,0.160714286,7.73,1.69,1.29,56,9
ESP_017478_1760,0.58838092,-1.827192433,42.07660356,6.027225538,0.166666667,5.118137,1.7463005,1.140173,12,2
ESP_017481_2110,1,0,117.5887113,9.01972619,0.666666667,8.539108,4.701132,1.936792,3,2
ESP_017492_1890,0.733332979,-1.502601048,34.62111252,7.548735089,0.416666667,4.54,2.175,1.01,24,10
ESP_017566_2025,0.497263428,-2.750839969,72.67054274,5.774840884,0.692307692,3.01,1.79,1.05,26,18
ESP_017637_1875,0.370288758,-1.280215657,43.83533752,4.603662867,0.6,3.84,2.14,1.14,5,3
ESP_017658_1830,0.402816136,-1.940280348,56.84679016,7.52205604,0.148148148,5.45,1.79,1.01,27,4
ESP_017770_1990,0.185754986,-1.893240133,115.1192151,5.008472309,0.75,3.611979,2.235956,1.294044,8,6
ESP_017803_2080,0.378107747,-1.724176473,22.34397958,4.917274941,0.666666667,3.55,2.69,1.47,6,4
ESP_017808_1755,0.377522135,-0.982408172,26.59997339,9.454670032,0.142857143,9.07,2.36,1.2,7,1
ESP_017926_2310,0.673397428,-1.644676143,19.64956602,6.710182394,0.266666667,5.333948,1.758646,1.04529,15,4
ESP_017927_1875,0.328136697,-1.029966795,190.967491,9.071794604,0.142857143,8.877098,1.930141,1.335281,7,1
ESP_017969_1855,0.261762683,-1.131439771,89.44085962,11.084397,0.5,9.418664932,4.375414848,2.501777649,6,3
ESP_017991_2195,1,0,32.53781281,3.10815729,0.666666667,2.888092,1.595753,1.232784,3,2
ESP_018019_1735,0.617341518,-1.070884402,27.96280761,6.916535137,0.142857143,6.65786,1.890226,1.012253,7,1
ESP_018032_1770,0.70773764,-2.295168113,53.95334151,6.185116256,0.259259259,3.979105,1.743952,1.000196,27,7
ESP_018097_2190,1,0,80.54277026,5.205440337,0.666666667,4.88,2.77,1.53,3,2
ESP_018217_1645,0.373194219,-1.591492712,66.30200811,6.805294835,0.214285714,5.296379,1.9458515,1.072203,14,3
ESP_018493_1925,1,0,309.6413215,5.129860909,0.666666667,4.362623215,3.7057724,1.023677826,3,2
ESP_018561_1710,0.362251106,-2.256359646,95.97804102,4.843581287,0.6,3.213449,1.8378585,1.357405,10,6
ESP_018731_1770,0.460270711,-1.095458912,46.70799094,12.53445759,0.1,12.26,2.27,1.34,10,1
ESP_018784_2050,0.285920616,-1.425185135,42.05873859,5.34105805,0.25,4.894415,1.4907495,1.050901,8,2
ESP_018854_2270,0.01108114,-2.875490643,6.296776796,2.950664963,1,1.975451,1.755066,1.316612,5,5
ESP_019165_2165,0.541147848,-1.970674255,58.75878774,6.99321752,0.25,4.767672,1.652384,1.029335,24,6
ESP_019830_2215,0.532777895,-1.828825151,72.37357266,17.40914501,0.028169014,11.125168,2.0023095,1.009598,142,4
ESP_019926_2070,0.437863968,-2.578122377,193.0932235,14.2537802,0.054393305,6.83,1.71,1,239,13
ESP_019983_1800,0.225336187,-0.745308261,18.9869455,6.947915204,0.4,5.89,1.92,1.1,5,2
ESP_020714_2125,1,0,20.31219941,4.502795232,0.5,4.340862,3.2293755,2.117889,2,1
ESP_020803_2010,1,0,16.14072402,8.057244993,0.75,5.93,5.38,1.45,4,3
ESP_020842_2030,0.734763162,-1.76553792,93.9182925,15.32600778,0.024390244,13.957747,2.543245,1.044617,41,1
ESP_020854_1965,0.099317996,-0.955747854,14.97953765,8.105921424,0.333333333,7.247187,2.778706,1.110897,6,2
ESP_020855_2035,0.428841887,-1.230584093,47.29082981,9.745438111,0.2,8.55,2.18,1.46,10,2
ESP_020869_1990,0.288943114,-2.207482443,58.86233284,4.312819238,0.7,2.972349,1.6619215,1.14484,10,7
ESP_020920_1855,1,0,173.1563155,4.832655737,0.5,4.651602,3.477342,2.303082,2,1
ESP_020947_1840,0.622305708,-1.282209757,11.16599739,8.993988483,0.153846154,7.15678,1.712749,1.222635,13,2
ESP_021768_1785,1,0,122.0928315,4.861226116,0.666666667,4.61,2.51,1.03,3,2
ESP_021883_1890,1,0,108.0814766,10.79102274,0.333333333,10.39,5.1,1.32,3,1
ESP_022279_1690,0.644199828,-2.205536194,52.75384104,7.967905871,0.44,4.63,2.25,1.22,25,11
ESP_022299_2040,0.195192347,-1.380523876,354.1726175,6.725990796,0.153846154,5.53,2.54,1.04,13,2
ESP_022536_1830,1,0,23.3309834,2.665207002,0.5,2.612220764,1.823317528,1.034414291,2,1
ESP_022964_1845,0.562546995,-2.743843544,85.5263982,5.587750406,0.305555556,3.147495,1.339848,1.003775,36,11
ESP_023363_1735,0.219473373,-1.368810614,164.161867,6.57737195,0.4,5.87,2.39,1.98,5,2
ESP_023399_1870,0.346749214,-1.020700983,60.07461631,10.28287763,0.2,9.58,1.725,1,10,2
ESP_023426_1835,0.436913811,-2.308710938,46.68256863,6.41409745,0.428571429,5.136005,2.557961,2.235207,7,3
ESP_024203_1795,0.277165976,-1.151335061,279.6534736,10.16118096,0.083333333,9.89,1.49,1.07,12,1
ESP_024211_2060,0.481453061,-2.293019792,57.95488384,2.74800537,1,1.81,1.585,0.993,6,6
ESP_024349_2020,1,0,26.37413779,4.432914485,0.5,4.273726,3.1788865,2.084047,2,1
ESP_024389_1795,0.150326017,-1.18630573,93.31246634,5.352661127,0.2,4.995361,1.907232,1.206776,5,1
ESP_024646_1890,0.515863773,-1.144200384,81.92044711,7.413868375,0.125,6.92,1.71,1.07,8,1
ESP_025732_1875,0.266809248,-1.79334077,118.4810213,5.218950125,0.666666667,3.54,1.98,1.24,9,6
ESP_025943_1850,1,0,82.15489052,3.172985333,1,2.884073257,2.440188408,1.996303558,2,2
ESP_026009_1920,0.519862206,-1.786261551,59.9495929,10.95146006,0.412698413,4.73,2.04,1.02,63,26
ESP_026038_2155,1,0,45.99987185,8.097650129,0.5,8.090273,4.611046,1.131819,2,1
ESP_026124_1935,1,0,100.9333285,7.181161976,0.5,7.14,4.495,1.85,2,1
ESP_026221_1825,1,0,18.58539863,13.44813226,0.5,13.445929,7.253584,1.061239,2,1
ESP_026248_2280,0.377018884,-1.159811543,62.44550112,8.400526436,0.111111111,8.03,2.07,1.07,9,1
ESP_026418_2010,1,0,43.12394319,4.042311192,1,3.451115,2.070598,1.907162,4,4
ESP_026445_1835,0.816491159,-2.005365044,86.19093911,10.62581106,0.15,6.12,1.925,1.02,60,9
ESP_026589_2045,1,0,8.74733159,2.968681925,1,2.768078,2.2363675,1.704657,2,2
ESP_026802_2305,0.41709587,-1.797626792,56.11074739,4.280589867,0.5,3.218754,1.787447,1.147707,8,4
ESP_026893_1995,1,0,64.61545533,3.099415271,1,2.2498,2.124863,2.06399,3,3
ESP_026960_1710,1,0,61.85022476,6.297021184,0.25,6.1,2.08,1.34,4,1
ESP_027000_2325,0.268253933,-1.725445552,33.04596793,5.153506271,0.222222222,4.374559,1.633371,1.151188,9,2
ESP_027080_1715,0.272059707,-1.938170433,69.05848483,6.4734725,0.214285714,5.327166,1.7465705,1.314995,14,3
ESP_027316_1810,1,0,42.0092718,7.946831732,0.666666667,6.99,5.4,1.42,3,2
ESP_027975_1835,1,0,34.28832146,9.234589843,0.25,9.208971,1.355693,1.133717,4,1
ESP_028000_2070,0.405987289,-1.445044999,26.15955076,9.214979739,0.125,8.313419,1.682577,1.164213,16,2
ESP_028633_2070,0.556564759,-1.851340808,69.24650524,6.684668701,0.421052632,4.396351,2.024477,1.019384,19,8
ESP_028659_2050,0.361990176,-1.389673338,49.13556823,10.93703853,0.0625,10.16,2.12,1.13,16,1
ESP_028897_1730,0.097426832,-2.57282483,17.40935216,5.373746434,1,3.510028839,2.812155724,2.118818283,6,6
ESP_028979_1730,0.557028268,-2.269310366,76.09142763,6.524437018,0.692307692,4.105285645,2.469482422,1.355550766,13,9
ESP_029015_1705,0.345742878,-0.857687602,36.54458165,11.11501637,0.25,10.446878,2.130933,1.017967,8,2
ESP_029256_2195,0.361200311,-0.997456905,36.78191041,16.09559884,0.227272727,10.717731,2.020873,1.015171,22,5
ESP_029701_1935,0.387169904,-0.897168034,22.75244391,17.77149374,0.285714286,16.445448,3.159367,2.287785,7,2
ESP_029821_1880,0.206268788,-1.612748218,11.65569872,4.333099952,0.555555556,3.06023407,1.812667847,1.04873085,9,5
ESP_030243_1985,0.681094907,-1.913472948,59.6409768,7.265493634,0.631578947,4.04705,2.255751,1.201672,19,12
ESP_030929_1715,0.568408517,-1.634045781,11.50222245,6.795384037,0.066666667,6.413168,1.442036,1.042698,15,1
ESP_031101_1685,0.436595268,-2.061483667,23.6055181,2.953442033,0.375,2.27319,1.04366,1.005859,8,3
ESP_031248_1700,0.291872417,-1.51256675,17.01371378,12.30200604,0.2,11.21489334,4.919923782,4.058572769,5,1
ESP_031886_1785,0.530125654,-1.455809381,71.80410417,5.296442599,0.307692308,3.65416,1.234491,1.010609,13,4
ESP_031912_1900,1,0,6.2555611,3.656963355,1,2.547028,2.32119,1.915035,4,4
ESP_031969_1870,0.616402496,-1.236217724,43.87750726,5.061658648,0.333333333,3.876425,1.6685095,1.203678,6,2
ESP_032039_1705,0.175124383,-1.166102704,80.25316862,10.6052407,0.416666667,7.93758,3.690561,1.107594,12,5
ESP_032053_2010,1,0,51.29490095,3.342364771,1,2.896866,2.6249705,2.353075,2,2
ESP_032340_1060,1,0,29.01166275,9.415916996,0.25,9.000570297,3.667170525,1.77671814,4,1
ESP_032391_2080,0.488605465,-2.002849543,161.2184702,14.27000751,0.061403509,8.68721,1.6947535,1.011297,114,7
ESP_032458_1780,0.469684111,-1.537822019,20.78224344,5.515699204,0.444444444,4.383329,2.14389,1.115515,9,4
ESP_032479_2090,0.531163827,-1.40813079,89.06997063,15.25912191,0.34375,9.318452835,3.562620163,1.016494751,32,11
ESP_032577_1920,0.3236471,-1.149043368,17.54611121,5.816376235,0.5,4.763699,2.2260715,1.140814,8,4
ESP_033078_1955,0.44613948,-2.31592296,89.00391875,7.953725995,0.236363636,4.19175,1.428915,1.035843,55,13
ESP_033091_1885,0.465233207,-1.155289675,45.20036311,8.900479391,0.111111111,8.517136,1.631908,1.221527,9,1
ESP_033093_1605,1,0,96.36679106,9.768234727,1,8.573088,7.6410045,6.708921,2,2
ESP_033144_1895,0.410288407,-1.302239473,63.93857053,6.017716557,0.538461538,3.693338,2.5075,1.003576,13,7
ESP_033236_1995,0.249372117,-2.163041602,98.55611317,4.031339062,0.833333333,3.138872,1.8410825,1.339714,6,5
ESP_033302_2030,0.11628189,-0.91760673,100.9433251,6.66521615,0.2,6.365841,1.597948,1.280952,5,1
ESP_033316_1805,0.327754226,-1.848286206,99.90891295,9.239811558,0.105263158,7.049414,1.674632,1.024687,38,4
ESP_033319_2015,1,0,41.87264221,4.545353265,1,3.707233429,3.604737282,3.502241135,2,2
ESP_033328_2030,0.806867778,-2.208703986,80.8464305,9.236817051,0.384615385,4.066813,1.641291,1.015196,65,25
ESP_033381_1830,0.232946057,-0.806633009,172.1861479,14.8370959,0.1,14.368856,1.39868,1.065872,10,1
ESP_033494_1900,0.335557429,-1.884126847,122.0202079,3.478160856,1,2.01,1.29,1.01,11,11
ESP_033526_1840,0.624027778,-1.671656311,64.82783517,9.715242422,0.105263158,6.903679,1.4631865,1.003767,38,4
ESP_033705_1900,0.190141938,-3.828524647,87.0805277,2.584802614,1,1.78,1.385,1.12,6,6
ESP_033764_2020,0.61963287,-2.305563102,68.92599378,4.831712247,0.6,3.22,1.82,1.35,10,6
ESP_033776_1780,0.559289921,-1.409399247,73.29526875,4.957371041,0.333333333,4.25,1.66,1.01,9,3
ESP_033804_2065,0.438477655,-1.70079292,66.5367173,7.319395728,0.363636364,5.02,2.08,1.82,11,4
ESP_033829_2035,0.201211471,-1.386279939,30.40319734,5.702584477,0.333333333,4.7,1.99,0.982,9,3
ESP_033843_1955,1,0,69.68516829,4.206523046,1,3.57,3.32,3.07,2,2
ESP_033923_2190,0.457855195,-1.798842991,58.72557412,4.693371227,0.3,3.813389,1.56197,1.033344,10,3
ESP_033949_1850,0.72835635,-1.568716967,36.315531,14.69017267,0.1,11.4,2.295,1.4,30,3
ESP_033976_2255,1,0,119.4807072,3.932622244,0.666666667,3.110403,3.070408,1.212402,3,2
ESP_033990_1995,0.608415179,-2.475524497,123.1112707,4.06484189,0.833333333,2.38,1.68,1.01,12,10
ESP_034001_2045,0.67924244,-1.806025742,133.7897107,12.65874967,0.090909091,8.42,1.9,1.05,55,5
ESP_034003_1705,0.169379262,-0.975131636,149.4362481,11.23576767,0.153846154,9.72,1.57,1.01,13,2
ESP_034014_1840,0.621344044,-2.221897245,28.80750533,5.827450102,0.466666667,4.04,2.01,1.23,15,7
ESP_034022_2090,0.331890425,-3.115553167,281.8999853,2.999368032,1,2.05407,1.4821865,1.031097,8,8
ESP_034186_2340,0.592767882,-1.811095271,45.21461506,6.739391184,0.769230769,4.212402,2.439196,1.115635,13,10
ESP_034238_2025,0.587638006,-2.241597716,77.01245554,5.541571693,0.714285714,4.236389,2.245354,1.935947,7,5
ESP_034259_2040,0.028812505,-3.276499305,1087.233958,2.53532043,1,1.88702,1.2726415,1.063118,6,6
ESP_034265_1845,0.280014221,-0.872212347,68.75882584,9.568075444,0.333333333,8.594965,2.5916395,1.188761,6,2
ESP_034273_2070,0.091396577,-1.464501566,8.16402045,4.196797111,0.666666667,3.278561,2.203544,1.014412,6,4
ESP_034280_1885,1,0,70.97242907,3.697240272,0.333333333,3.530485,1.764559,1.013283,3,1
ESP_034319_1625,0.2633534,-3.262446071,12.93642226,2.560891882,1,1.927914,1.2451375,1.110441,6,6
ESP_034334_2270,1,0,25.44493041,3.431615721,0.75,2.815945,1.9974735,1.076017,4,3
ESP_034343_1765,1,0,26.28753652,3.83989496,0.333333333,3.652193,1.722189,1.408743,3,1
ESP_034344_2040,0.507965802,-1.64786725,14.06463187,5.593210814,0.444444444,4.347261,2.125023,1.057102,9,4
ESP_034357_2050,1,0,5.029647089,4.620196568,0.5,4.469551,3.2876025,2.105654,2,1
ESP_034384_1930,0.242069422,-1.539576121,60.05694503,6.714218068,0.384615385,5.323284,1.842686,1.067999,13,5
ESP_034397_1755,0.315296816,-1.086450307,62.89195195,14.72584651,0.117647059,12.534822,2.769611,1.032759,17,2
ESP_034483_1935,0.472113012,-1.116249944,70.67443169,6.388021412,0.333333333,5.66572,2.3387015,1.066809,6,2
ESP_034595_2315,0.076835576,-1.598901515,13.92777981,6.101374635,0.375,4.544538,2.148305,1.450764,8,3
ESP_034778_2010,1,0,8.139903162,3.936490105,1,3.079298,3.032036,1.577724,3,3
ESP_034859_1780,0.678109607,-1.679467978,82.11047996,11.45724632,0.24,7.481651,3.016724,1.171581,25,6
ESP_034886_1670,0.342972897,-1.570559179,35.84506282,5.163030992,0.666666667,4.246809,2.442053,1.481146,6,4
ESP_034897_2080,0.462861482,-1.974732596,63.10762806,8.22004086,0.071428571,6.971596,1.6437785,1.034971,28,2
ESP_034923_2060,0.491095646,-1.553904542,62.68316028,7.454741872,0.066666667,6.95314,1.478453,1.006336,15,1
ESP_035003_1960,0.562809642,-1.298852415,259.2235183,19.63759243,0.064516129,16.757719,2.068462,1.065224,31,2
ESP_035152_2035,0.078032694,-1.111290217,355.7894135,9.211218814,0.2,7.783953,1.7251665,1.213848,10,2
ESP_035214_1985,0.363657208,-2.005199386,34.20619905,4.447719844,0.181818182,3.683651,1.391548,1.069654,11,2
ESP_035254_2020,0.830627925,-2.65562317,65.42418928,11.06124487,0.14084507,5.05615,1.6752995,1.019215,142,20
ESP_035345_1740,0.557553778,-3.574767588,52.68566787,3.277586295,1,1.841398,1.6733825,1.18919,8,8
ESP_035426_1785,0.619787245,-1.854182549,60.62968876,8.941109255,0.277777778,6.371593,2.3569135,1.404655,18,5
ESP_035437_1800,0.504819195,-1.361050304,89.11876926,6.06475012,0.5,5.087184906,2.526909828,1.083904266,8,4
ESP_035438_2075,1,0,57.3260196,3.334429248,0.5,3.275011,2.2618305,1.24865,2,1
ESP_035460_1965,0.259316301,-2.106715112,22.57572147,3.358295796,0.625,2.443132,1.44462,1.010277,8,5
ESP_035538_1950,0.634098905,-2.741117544,159.5200439,5.92321779,0.545454545,3.114218,1.614473,1.01293,33,18
ESP_035552_1960,0.28257973,-2.466639325,38.51478671,3.740666543,0.583333333,2.48,1.32,1.03,12,7
ESP_035623_1905,0.549279014,-1.616457138,13.3873917,5.850562069,0.1,5.293653,1.9226455,1.116316,10,1
ESP_035682_1745,1,0,126.9589939,10.04246971,0.25,9.95,2.15,1.54,4,1
ESP_035780_1765,0.375758727,-1.571443749,81.42336586,8.538562553,0.1,7.3,1.53,1.01,20,2
ESP_035824_1810,0.266108267,-2.545898264,508.3484507,3.749235898,0.909090909,2.05,1.59,1.02,11,10
ESP_036059_1835,0.617115794,-1.695068115,327.5341197,48.70463257,0.006849315,42.855661,2.66578,1.042837,292,2
ESP_036075_1990,1,0,74.67381894,4.72829104,0.5,3.796079636,2.521085739,1.351898193,4,2
ESP_036178_2215,1,0,25.29606147,2.972803247,0.25,2.752577,1.249646,1.137949,4,1
ESP_036243_2250,0.522176475,-1.842340143,127.6748037,5.190836425,0.363636364,3.9,1.78,1.18,11,4
ESP_036269_2360,1,0,97.16099704,2.398001624,1,1.745758,1.536171,1.067945,4,4
ESP_036308_1840,0.292546379,-1.301967314,84.31882424,4.224874044,0.166666667,3.936565,1.3070475,1.001801,6,1
ESP_036317_1915,0.54509536,-1.831514178,32.89503062,10.62245288,0.097560976,8.246115,1.661072,1.023762,41,4
ESP_036343_2080,0.282686088,-2.304696381,119.2549792,5.345317101,0.473684211,3.23,1.54,1,19,9
ESP_036352_2005,1,0,11.95561692,5.271309985,1,4.712673,4.091687,3.470701,2,2
ESP_036360_2145,0.231535362,-0.928133739,48.43343634,15.07782075,0.25,12.560036,2.170307,1.204243,12,3
ESP_036388_2095,0.721051523,-1.932229862,52.44396688,8.191105312,0.25,4.7,1.625,1,40,10
ESP_036426_2105,0.581938712,-2.007829904,59.85092527,4.875534889,0.333333333,3.59,1.585,1.03,12,4
ESP_036443_2270,1,0,11.95561692,5.271309985,1,4.712673,4.091687,3.470701,2,2
