ID,Aspect Ratio,CSFD exponent,Dispersion [m],Effective Diameter [m],Large Crater Fraction,Maximum Diameter [m],Median Diameter [m],Minimum Diameter [m],No. of Craters,No. of Large Craters
ESP_036467_2375,1,0,189.2170133,2.463667703,1,1.906895,1.765068,1.360939,3,3
ESP_036703_2030,0.47469035,-2.969725444,159.3005212,4.942875224,0.111111111,3.55,1.25,1.02,27,3
ESP_036712_1890,0.65240118,-2.271675217,26.92644225,4.796498126,0.714285714,3.41,2.44,1.57,7,5
ESP_036771_1605,0.515771768,-1.499930752,17.17261102,6.747702646,0.25,5.360474,1.8380025,1.032522,12,3
ESP_036892_2100,0.452361742,-1.738689722,29.96853878,9.973408013,0.166666667,7.44,1.805,1.07,30,5
ESP_037069_2375,0.10401215,-4.439429127,186.7760284,2.46691076,1,1.735807,1.385452,1.184183,5,5
ESP_037086_2440,1,0,155.1205891,3.06425306,1,2.71,2.39,2.07,2,2
ESP_037187_1890,0.368443407,-3.652668541,62.8693635,3.410418962,1,1.9,1.415,1.08,12,12
ESP_037239_1820,0.686993344,-1.297999515,79.74156168,19.55284782,0.2,13.85,3.64,1.63,20,4
ESP_037336_2300,1,0,112.0842324,4.214684559,1,3.233231,2.796801,2.677336,3,3
ESP_037341_1935,1,0,65.10717936,2.376029736,0.5,2.29,1.705,1.12,2,1
ESP_037522_1845,1,0,27.30617552,3.93956047,0.25,3.726542,1.566644,1.060469,4,1
ESP_037679_2010,0.611583187,-2.04085843,17.97203504,7.309239411,0.096774194,5.25,1.45,1.01,31,3
ESP_037697_2030,1,0,16.8166663,3.913985276,0.25,3.602901,1.6825725,1.533716,4,1
ESP_037706_1765,0.303575102,-1.047869203,27.18622808,11.36757717,0.222222222,9.79,3.06,1.29,9,2
ESP_037878_1970,0.237641975,-1.509410877,110.8113026,5.984916149,0.363636364,4.366573,1.860273,1.010672,11,4
ESP_037946_1960,0.222725769,-2.697068259,17.07769722,3.101310303,1,1.91,1.25,1.03,9,9
ESP_038057_1770,0.761962453,-2.445095676,82.98588983,6.017109084,0.071428571,4.66,1.455,1.02,28,2
ESP_038216_1765,0.51026215,-0.898159238,63.96202226,12.36795618,0.5,9.332759857,4.470769882,1.164463043,8,4
ESP_038258_1930,0.413786757,-1.375106875,41.62929391,4.193639598,0.75,2.9,1.785,1.08,8,6
ESP_038396_2000,1,0,35.95411824,5.419264741,1,4.66,4.265,3.87,2,2
ESP_038458_2030,0.769914861,-1.819652394,55.79464307,16.06608111,0.045112782,10.17,1.74,1.01,133,6
ESP_039104_2050,0.373253441,-1.170720755,77.65114704,7.773998487,0.333333333,6.733455658,1.768501282,1.152957916,9,3
ESP_039197_1925,1,0,34.25699705,5.105009358,1,4.884655,3.7151125,2.54557,2,2
ESP_039276_1885,0.58213717,-1.40651615,70.63558636,6.417306675,0.545454545,4.397905,2.428476,1.031317,11,6
ESP_039329_1830,0.4098159,-1.783640142,34.21039611,8.968875722,0.162162162,5.719307,1.704987,1.016605,37,6
ESP_039521_1790,1,0,1914.792138,1.914436327,1,1.516836,1.230049,1.18536,3,3
ESP_039574_1995,0.610769008,-2.499724348,130.3974381,5.331010596,0.695652174,2.734934,1.672506,1.058178,23,16
ESP_039861_1225,1,0,119.7568783,5.097847107,0.666666667,4.298437,3.590178,1.893383,3,2
ESP_039864_1905,0.75211525,-2.473162451,68.72651694,12.25673402,0.117647059,5.705996,1.704688,1.000349,170,20
ESP_041141_1755,1,0,203.7684323,9.588859579,0.666666667,8.938043594,5.375236511,2.308591843,3,2
ESP_041208_1755,0.208497583,-3.059123633,6.384358031,3.321238835,1,2.215231,2.039307,1.506977,5,5
ESP_041875_1690,0.478776769,-1.270871193,11.97599212,4.752914852,0.4,4.306852,1.909262,1.243204,5,2
ESP_041886_2015,0.769241268,-1.683563326,32.4217069,12.36048855,0.027027027,10.947746,1.677872,1.071119,37,1
ESP_041913_1910,0.5543712,-1.405219515,32.59773121,7.189177693,0.2,5.464779,1.719355,1.006514,15,3
ESP_041925_1935,0.465225244,-2.01580207,60.75222533,5.270383934,0.818181818,2.992887,2.399017,1.172451,11,9
ESP_041952_1985,0.61948456,-2.001098549,35.43652826,7.588793037,0.212121212,5.084995,1.533298,1.046871,33,7
ESP_042103_2175,1,0,11.85449535,6.178483904,0.75,5.515468597,3.20470047,1.29948616,4,3
ESP_043130_2150,0.607900482,-1.509996272,120.6449277,6.384825516,0.166666667,5.662361,1.574057,1.059959,12,2
ESP_043134_1800,1,0,61.27508019,3.186214672,0.5,3.122457504,2.180855751,1.239253998,2,1
ESP_043173_2145,1,0,29.9256751,3.727742257,1,3.052351,2.9555435,2.858736,2,2
ESP_043310_2065,1,0,250.9848683,3.905891149,0.25,3.669946671,1.634910583,1.1218853,4,1
ESP_043605_1845,0.697051649,-1.832643492,93.93827578,5.502226753,0.583333333,3.803734,2.2547635,1.177736,12,7
ESP_044655_1730,0.196573616,-1.005311032,111.5833133,11.0800662,0.272727273,9.297703,2.647108,1.035744,11,3
ESP_044696_2145,0.455022533,-2.139478866,84.36300022,7.219098941,0.484848485,3.507236,1.651606,1.070494,33,16
ESP_044730_2025,0.573408983,-1.930423298,95.9432441,8.262435343,0.071428571,6.538467,1.716133,1.020445,28,2
ESP_045020_1935,0.628943313,-1.214538069,51.37925295,12.84963914,0.0625,12.702757,1.3979405,1.034939,16,1
ESP_045103_1810,0.264749963,-1.109065094,71.72915877,12.88615894,0.076923077,12.152786,2.850777,1.011574,13,1
ESP_045236_1865,0.290218086,-1.192230051,34.76997711,6.385877089,0.125,6.171959,1.5813465,1.165817,8,1
ESP_045270_1950,0.383291033,-0.743627427,39.17844629,23.94238974,0.25,22.455845,4.091791,1.800703,8,2
ESP_045271_1930,0.749837754,-2.937348598,159.9164854,5.995297815,0.697674419,2.450712,1.570429,1.016203,43,30
ESP_045447_2085,1,0,60.09473311,4.320234965,0.5,4.155634,3.1128215,2.070009,2,1
ESP_045473_2080,0.348419035,-2.514863771,51.51696279,8.140311553,0.152542373,4.530571,1.524733,1.001778,59,9
ESP_045596_2005,1,0,65.36896721,5.286675935,0.666666667,4.686817,3.451696,1.544025,3,2
ESP_045754_2260,0.424196533,-1.505998771,55.19107279,9.934127345,0.153846154,6.815622,1.812525,1.016943,26,4
ESP_045771_1940,1,0,45.33905456,2.11074798,1,1.969623566,1.588828087,1.208032608,2,2
ESP_045772_1890,0.147636702,-1.70506711,51.54723903,3.366030952,0.6,2.791988,1.731041,1.069548,5,3
ESP_045798_1965,1,0,160.1364654,3.260588265,1,2.466773987,2.394083023,1.810277939,3,3
ESP_045823_2390,1,0,91.72169069,3.406474624,1,2.582245,2.0017795,1.454702,4,4
ESP_045857_1675,0.649466366,-2.314535795,58.84108915,8.783501628,0.098039216,5.648836,1.787537,1.024948,51,5
ESP_045956_1855,0.282067783,-1.202934721,106.2892875,5.00328238,0.333333333,4.435680389,1.841467857,1.040096283,6,2
ESP_045982_1860,0.095822505,-2.107782929,82.58901846,3.192865527,1,2.297234,1.985394,1.22069,5,5
ESP_046040_2085,1,0,139.8350524,6.53630585,0.666666667,5.915007,4.099848,1.502073,3,2
ESP_046096_1915,0.611555416,-1.918002356,50.06684312,4.573481912,0.25,3.823812,1.790426,1.233917,8,2
ESP_046160_2275,0.430422578,-2.093772733,56.06116582,6.023718397,0.466666667,4.30913,2.117495,1.205189,15,7
ESP_046199_1900,1,0,49.5103908,13.78307961,0.5,13.03218842,4.640538216,1.381048203,4,2
ESP_046215_1815,0.437698256,-1.563459139,108.8737786,3.339907576,0.8,2.563635,1.487827,1.045599,5,4
ESP_046378_1930,1,0,75.88948944,3.383593406,1,2.908464,2.6631525,2.417841,2,2
ESP_046444_1865,1,0,7.475886049,2.430810994,0.666666667,2.078348,1.623184,1.035133,3,2
ESP_046463_2160,0.459441707,-2.493269863,144.0462056,17.63995647,0.03058104,9.14,1.67,0.993,327,10
ESP_046479_2055,0.235085953,-1.151262628,21.60277412,10.08035066,0.375,8.13253,2.5651895,1.842623,8,3
ESP_046489_1935,0.013745942,-1.183677706,1480.433851,21.74323397,0.095238095,18.875071,3.366798,1.397276,21,2
ESP_046549_1790,0.216709614,-1.037202417,157.8539911,9.489262842,0.272727273,8.449558,1.651134,1.025402,11,3
ESP_046608_1730,1,0,36.66161133,4.053056401,0.5,3.750931,1.673047,1.026556,4,2
ESP_046661_2115,1,0,17.99743675,3.71735281,0.25,3.614427567,1.157283783,1.01616478,4,1
ESP_046806_2070,1,0,241.9598963,4.546971926,1,4.285196304,3.384405136,2.483613968,2,2
ESP_046850_1415,1,0,190.3418082,13.42729733,0.333333333,12.99079895,6.082666397,1.510824203,3,1
ESP_046866_1760,0.436799173,-3.111759592,42.87228393,3.501839437,0.5,2.441011,1.2203285,1.018461,14,7
ESP_046870_1485,0.168926186,-0.90766309,543.738376,30.20301258,0.117647059,27.15630341,3.702066422,1.509960175,17,2
ESP_046871_2005,0.617094857,-1.726124756,57.955216,5.508604632,0.6,4.882576,2.445932,2.098383,5,3
ESP_046880_2015,0.739691571,-3.045587304,57.98209277,5.167195612,0.032258065,4.119551,1.262758,1.021147,31,1
ESP_046918_1885,0.322355683,-1.111315222,14.47714152,10.05871254,0.428571429,8.13253,2.892754,1.842623,7,3
ESP_046977_1910,0.40310723,-1.160294259,145.4844568,4.944288495,0.6,4.296467,2.61026,1.247622,5,3
ESP_047030_1955,0.660827871,-2.722525892,84.23636379,7.986398439,0.193548387,4.260801,1.568837,1.000715,62,12
ESP_047130_1770,1,0,96.92857273,3.042462519,0.666666667,2.810551,1.655512,1.125151,3,2
ESP_047175_1955,0.688796995,-2.759722733,100.8832427,7.943485443,0.191176471,4.19,1.59,1,68,13
ESP_047196_2085,1,0,76.37881629,3.198576257,1,2.427568436,2.019128799,1.215400696,4,4
ESP_047209_2135,0.563974831,-1.556760343,86.25256635,12.2303459,0.088235294,8.608664,1.76046,1.007277,34,3
ESP_047214_2035,0.732766069,-1.828737786,36.04412276,8.134913501,0.172413793,6.06049,1.674082,1.009596,29,5
ESP_047241_1840,0.18096414,-1.829357806,28.16116043,3.146991116,0.6,2.631548,1.639153,1.113674,5,3
ESP_047301_1770,1,0,119.7225038,1.404072121,1,1.196939,1.107184,1.017429,2,2
ESP_047307_1745,0.358325276,-1.361740427,52.81580126,7.322573611,0.142857143,6.377287,1.44489,1.029877,14,2
ESP_047327_2135,1,0,107.3626364,3.759121274,1,2.711836,2.46972,1.376432,4,4
ESP_047379_2055,0.535803395,-1.314376956,89.87923878,6.234925129,0.428571429,5.60577,1.772491,1.263756,7,3
ESP_047384_2005,0.518060474,-1.45430183,62.45682138,7.95150703,0.166666667,6.386583,1.4846505,1.01222,18,3
ESP_047386_1895,0.48804164,-1.699765472,46.86377748,5.478566877,0.153846154,4.76,1.31,1.08,13,2
ESP_047399_2135,0.253246361,-1.164797926,104.1260927,6.613478255,0.142857143,6.323515,2.034143,1.30628,7,1
ESP_047443_1910,0.659072044,-1.503006042,70.8813777,9.487742685,0.214285714,8.1,2.43,1.24,14,3
ESP_047477_2055,0.610189712,-2.658568744,86.10891955,3.877425733,0.769230769,2.38,1.47,1.01,13,10
ESP_047530_2080,0.613258076,-1.478565945,35.35169116,9.08011799,0.15,6.75,1.755,1.04,20,3
ESP_047538_1900,0.441524239,-1.392146565,120.0544625,5.40428858,0.2,4.62,1.375,1,10,2
ESP_047622_2005,0.574202631,-1.73072479,141.561918,5.561913203,0.333333333,4.38,1.76,1.06,12,4
ESP_047636_1720,0.323849403,-0.960912688,105.6536658,6.144537395,0.285714286,5.6357,1.225296,1.01902,7,2
ESP_047643_2050,0.296173713,-1.453984452,104.5439129,6.259263155,0.333333333,4.95,1.855,0.954,12,4
ESP_047650_1935,0.246054353,-1.735302862,25.6524512,5.470633575,0.357142857,3.94,1.47,1.04,14,5
ESP_047768_1995,0.583435499,-1.658574745,88.27987316,7.422447006,0.333333333,5.111931,2.196058,1.006233,15,5
ESP_047789_1890,0.27261967,-2.331834771,99.18489095,9.002762974,0.074074074,6.088398,1.663026,1.014774,54,4
ESP_047798_2000,0.387451832,-2.095623179,15.76087265,4.759373283,0.666666667,2.943941,2.11287,1.119017,12,8
ESP_047861_1995,0.592274142,-1.568923453,34.21148467,7.297945846,0.25,5.096951,1.6726285,0.999636,20,5
ESP_047900_1990,1,0,62.55439409,5.589479216,0.5,4.491928,3.094345,1.643185,4,2
ESP_047921_1780,0.577242822,-1.647769532,137.1654699,4.373703433,0.333333333,3.610958,1.26655,1.042479,9,3
ESP_048101_1920,0.588483173,-1.204227512,129.6495839,6.309273777,0.375,4.958458,1.937783,1.206217,8,3
ESP_048123_1750,1,0,316.8190594,3.067798813,0.5,3.014135,2.077997,1.141859,2,1
ESP_048149_1810,0.364265357,-1.618122898,35.58432181,6.60250663,0.083333333,6.113144,1.719282,1.064764,12,1
ESP_048176_1865,0.406114433,-0.504951255,50.83688726,21.02551085,0.333333333,17.08847,2.1619375,1.341078,6,2
ESP_048203_1805,1,0,8.048360104,11.48973307,0.333333333,11.468916,1.840055,1.259804,3,1
ESP_048431_2040,0.30883336,-1.50190444,85.46483254,5.681412442,0.307692308,3.832464,1.455122,1.07443,13,4
ESP_048456_1640,0.421731317,-1.120361663,112.1876596,17.16260785,0.0625,16.883707,2.168026,1.042477,16,1
ESP_048466_1830,0.462152686,-1.46013729,12.25416361,7.511544157,0.125,5.873878,1.6589975,1.007246,16,2
ESP_048514_1885,0.561734887,-2.230640593,211.116344,8.232587307,0.462962963,3.712786,1.7334575,1.002546,54,25
ESP_048572_2035,1,0,35.57810828,6.63431828,0.25,6.533943,1.71646,1.045752,4,1
ESP_048636_1870,0.705674045,-1.886764869,33.10897842,6.345500483,0.5,4.109575272,2.048261642,1.339113235,12,6
ESP_048686_1785,0.495118215,-2.303034454,18.57906207,3.73525027,0.5,3.053425,1.5056925,1.146963,8,4
ESP_048703_1750,0.388287725,-1.206587807,43.39565502,7.091728842,0.375,6.052078,2.2574485,1.096472,8,3
ESP_048743_1745,1,0,32.07710138,4.700337534,0.666666667,4.328016,2.785442,1.051563,3,2
ESP_048773_1670,0.640295571,-1.336232421,42.26585754,9.830964804,0.545454545,6.433383942,3.441127777,1.662462235,11,6
ESP_048817_1880,0.603081918,-2.276856439,73.37292701,5.384376825,0.32,3.21,1.3,0.999,25,8
ESP_048883_1905,0.300498468,-1.685652059,378.7900668,6.652348787,0.125,5.63286,1.5722275,1.030165,16,2
ESP_049033_1865,0.57247519,-1.928002252,34.84277786,6.943839407,0.458333333,4.11,1.955,1.02,24,11
ESP_049061_1370,0.710884267,-2.479621569,337.5622862,6.382791965,0.060606061,5.1,1.31,1.02,33,2
ESP_049100_1740,0.424445778,-1.428868881,6.085686617,5.549191914,0.333333333,4.167694,1.652939,1.136036,9,3
ESP_049175_1490,0.441771221,-1.524779436,104.9412746,12.06604015,0.12,8.57,2.41,1.11,25,3
ESP_049245_1855,0.557515436,-1.077443052,30.77778828,9.518087642,0.230769231,6.898308,2.920275,1.013548,13,3
ESP_049310_1755,0.664447459,-2.425725949,62.45886915,4.361427336,0.666666667,2.606392,1.448067,1.016697,15,10
ESP_049349_1735,1,0,7.346510936,3.096879638,1,2.598753,2.4488535,2.298954,2,2
ESP_049377_1985,0.156315189,-2.360670038,22.76620408,4.573210048,0.75,2.897455,1.909568,1.158712,12,9
ESP_049403_1900,0.474423814,-1.824786401,28.00639132,9.416002434,0.142857143,6.703114,2.002865,1.034863,35,5
ESP_049543_2085,0.562178188,-2.078891418,36.04317133,8.130148684,0.305555556,4.800951,1.8831525,0.999641,36,11
ESP_049574_2030,1,0,87.64214755,2.278191839,1,2.049746,1.7626185,1.475491,2,2
ESP_049600_1815,0.317357515,-2.178578837,43.56817287,7.041704914,0.352941176,4.023043,1.516363,1.022652,34,12
ESP_049640_1715,0.449091995,-1.596450126,53.94261599,9.22038044,0.407407407,5.261448,1.941975,1.069136,27,11
ESP_049661_1510,0.212344908,-1.014925802,73.11303554,5.870345917,0.4,5.170328,2.400309,1.207064,5,2
ESP_049740_1800,0.225557823,-1.300698695,28.26714424,7.376889827,0.25,5.79727,1.747915,1.129581,12,3
ESP_049806_1990,0.377630907,-2.027379385,6.408920762,3.311218432,0.666666667,2.631844,1.401535,1.146807,6,4
ESP_049891_1985,0.140412282,-1.17557855,43.04186352,5.891630716,0.285714286,5.255348,1.68297,1.151529,7,2
ESP_049917_1760,1,0,315.7910766,5.189731677,0.5,5.069479,3.5934355,2.117392,2,1
ESP_049958_1700,1,0,43.64917402,3.652971428,1,2.951797485,2.898381233,2.844964981,2,2
ESP_049965_1835,1,0,64.55492971,2.829482861,0.666666667,2.276815,2.136496,1.03157,3,2
ESP_050043_1880,1,0,120.3762156,3.838886258,1,3.686295,2.7753955,1.864496,2,2
ESP_050129_2055,0.621773835,-1.969141324,90.50463142,8.552992776,0.130434783,6.95,1.76,1.17,23,3
ESP_050141_1765,1,0,50.97122183,4.105863986,1,2.771053314,2.767500877,1.77007103,4,4
ESP_050154_1750,0.4332279,-1.723406479,42.76703682,8.115038855,0.136363636,5.71,2,1.08,22,3
ESP_050202_2110,1,0,40.00022993,3.143818599,1,2.52,2.495,2.47,2,2
ESP_050228_2100,0.500760459,-2.889357334,62.57559354,4.810515056,0.636363636,2.64,1.51,1.06,22,14
ESP_050239_1275,0.517257525,-2.321343212,34.92793639,6.140593935,0.538461538,3.867903,2.077135,1.463001,13,7
ESP_050246_2055,0.504176166,-1.757211062,24.12148115,6.663726763,0.409090909,4.14,1.805,1,22,9
ESP_050325_2085,1,0,46.81383004,3.693199164,0.25,3.477384567,1.482327461,1.216064453,4,1
ESP_050326_2010,0.231353386,-1.714454884,261.8298099,6.602015967,0.2,5.160770416,1.916334152,1.060819626,15,3
ESP_050431_1800,1,0,11.01450394,2.679856474,0.333333333,2.569977,1.078442,1.005745,3,1
ESP_050501_1965,0.595245453,-2.077870174,91.51718027,5.915204893,0.15,4.614365,1.3840475,1.030323,20,3
ESP_050505_1915,0.439389254,-2.991669746,53.85476986,3.048903615,1,1.791761,1.48904,1.023443,9,9
ESP_050524_1920,1,0,9.755764035,2.744794218,1,2.594597,2.0350505,1.475504,2,2
ESP_050571_2090,0.172798661,-1.386457684,105.0547634,3.935701657,0.5,3.462498,1.521412,1.004118,6,3
ESP_050589_1830,0.271080757,-1.102412578,134.1767139,6.069360115,0.333333333,5.370826721,2.204077721,1.090528488,6,2
ESP_050628_2105,0.641832438,-1.340338163,18.51298043,7.754258941,0.454545455,5.773094,2.861574,1.081427,11,5
ESP_050655_1810,0.453948231,-1.441965442,75.08852029,4.26981005,0.2,3.930964,1.584942,1.458439,5,1
ESP_050668_1975,0.449878239,-2.35756535,25.27292103,4.348936246,0.444444444,3.447746,1.596706,1.367516,9,4
ESP_050695_1925,0.258600512,-1.429357695,43.03232392,7.385554245,0.2,6.64,1.89,1.24,10,2
ESP_050708_2025,0.306404053,-1.551631493,10.79562797,5.100740018,0.625,3.9,2.175,1.05,8,5
ESP_050734_1805,0.274077724,-1.027010676,40.0777291,7.389089168,0.222222222,6.42,1.52,1.02,9,2
ESP_050814_1880,1,0,81.6826047,6.356274971,0.666666667,5.949795,3.551571,1.115026,3,2
ESP_050880_1945,0.449885952,-1.263340596,78.11096514,10.11102657,0.214285714,8.52970314,2.347290039,1.273561478,14,3
ESP_050958_2070,0.096436305,-1.694023977,399.8348887,3.93683565,0.5,3.28,1.76,1.08,6,3
ESP_051037_2085,0.385827143,-2.275074124,62.10545663,4.33611281,0.230769231,3.49,1.37,1.02,13,3
ESP_051070_1285,1,0,372.4772506,3.911221615,1,3.572565079,2.99806118,2.423557281,2,2
ESP_051209_2045,0.329008409,-1.247190077,14.47547897,8.436010591,0.384615385,5.82,2.03,1.08,13,5
ESP_051236_2135,1,0,39.80597953,3.11593342,0.75,2.692015,1.609163,1.298004,4,3
ESP_051344_1735,0.467728014,-1.950177116,53.0285166,4.802912339,0.357142857,3.09,1.405,1.04,14,5
ESP_051354_2030,0.370839508,-1.238322723,57.39248421,7.810693442,0.307692308,6.29,1.53,1.01,13,4
ESP_051357_1880,0.654688055,-1.878702294,111.0083652,29.59919271,0.038216561,16.5,3.18,1.08,157,6
ESP_051362_1960,1,0,35.41239765,1.802539065,1,1.685778,1.353654,1.02153,2,2
ESP_051370_1655,0.396059989,-3.074624245,47.51581873,4.580968081,1,3.39163,2.3429205,1.9065,6,6
ESP_051395_1670,1,0,102.9228088,3.899008884,0.666666667,3.668180466,1.839195251,1.545993805,3,2
ESP_051412_1675,0.593844356,-1.398431204,11.72676405,8.489786658,0.3,6.5319767,2.283948898,1.551511765,10,3
ESP_051884_2015,1,0,43.64971777,3.424312504,1,3.101003647,2.639554977,2.178106308,2,2
ESP_051886_1715,1,0,49.49291971,3.587999027,1,3.143194,1.995783,1.929882,3,3
ESP_051897_1660,1,0,3.68019037,4.029136759,1,2.846291,2.668555,1.594761,4,4
ESP_051930_2080,0.582157752,-0.928622246,65.38651383,19.86474463,0.25,15.38334847,3.697385788,1.651620865,12,3
ESP_051948_1895,0.628321255,-1.727396324,131.6196734,32.49233052,0.007782101,26.068792,2.30994,1.00276,257,2
ESP_052002_1845,1,0,43.72244589,4.880946841,0.5,4.342897415,2.372472763,1.364328384,4,2
ESP_052048_1770,1,0,73.86861759,3.27466538,0.25,3.083485,1.306882,1.003983,4,1
ESP_052080_1920,0.300289083,-1.371154929,29.31417496,5.304774587,0.142857143,4.9,1.72,1.17,7,1
ESP_052228_1875,0.345396806,-0.972562985,86.55934403,9.607493296,0.166666667,9.14,2.895,1.43,6,1
ESP_052238_2005,1,0,138.6741856,2.696875398,1,2.28,2.13,1.98,2,2
ESP_052250_1755,0.527186414,-1.482737001,7.333424283,6.541240463,0.833333333,5.06,2.96,1.57,6,5
ESP_052253_1670,1,0,33.74256443,5.487665405,0.333333333,5.11,2.54,2.49,3,1
ESP_052278_1835,0.69168986,-1.442381376,92.24036133,6.852560366,0.307692308,5.1,2.28,1.07,13,4
ESP_052325_1920,1,0,13.64547811,3.946591494,0.333333333,3.7,1.78,1.73,3,1
ESP_052330_1770,0.564614435,-2.208031528,36.19376519,6.453326041,0.375,4.09,1.935,1.01,24,9
ESP_052441_2005,0.29752715,-1.648415165,117.0884035,7.296641684,0.142857143,6.6,2.54,2.18,7,1
ESP_052475_1850,0.535743823,-1.75308412,291.6012577,10.50102474,0.03125,9.59,1.545,1.03,32,1
ESP_052479_1980,0.538914867,-1.837791881,61.00332679,10.29434446,0.212121212,6.51,2.28,1.25,33,7
ESP_052752_2010,0.55661452,-1.678969091,99.35298014,5.630113479,0.333333333,4.44,1.97,1.2,9,3
ESP_052843_2195,0.461882796,-1.715006388,40.72590654,7.492667696,0.315789474,4.94,1.8,1.02,19,6
ESP_052866_1870,0.401953688,-2.760762696,448.4703118,6.828794671,0.333333333,3.79,1.67,1.14,39,13
ESP_052870_2090,0.417477359,-1.844927308,30.71385824,4.936962802,0.3,4.25,1.575,1.07,10,3
ESP_052914_1995,0.574815273,-2.679715579,46.96637203,4.444133835,0.5,3.14,1.575,1.07,14,7
ESP_052962_1745,1,0,303.7479286,3.550685953,0.666666667,3.293581,1.752584,1.540239,3,2
ESP_053003_1910,1,0,27.29352272,5.388624407,0.75,4.56,2.995,1.69,4,3
ESP_053006_1980,1,0,104.5156186,10.04364281,1,8.037448883,7.971092224,7.904735565,2,2
ESP_053028_1915,1,0,169.5437898,3.309322861,0.75,2.827389,1.8231675,1.117527,4,3
ESP_053083_2310,1,0,58.66374308,4.831307866,0.25,4.6,1.905,1.14,4,1
ESP_053338_2030,0.25082179,-2.090494034,180.4658432,3.498810922,0.857142857,2.598951,1.742027,1.016083,7,6
